Order_ID,Order_Date,Customer_ID,Customer_Age,Gender,Product_Category,Product_Subcategory,Product_ID,Units_Sold, Unit_Price , Discount_Percentage , Total_Sales , COGS , Profit , Shipping_Cost ,Sales_Region,Customer_Satisfaction,Payment_Method,Repeat_Customer
O1285,13/10/2023,C222,68,Female,Electronics,Vegetables,P5988,5, AED18.16 , AED0.11 , AED80.81 , AED51.50 , AED29.31 , AED11.35 ,North America,5,Cash,Yes
O1286,14/10/2023,C500,55,Male,Clothing,Vegetables,P6669,2, AED176.08 , AED0.15 , AED299.34 , AED216.91 , AED82.43 , AED5.07 ,Asia,4,Credit Card,Yes
O1287,15/10/2023,C866,50,Male,Groceries,Laptops,P3735,5, AED399.87 , AED0.15 ," AED1,699.45 ", AED899.44 , AED800.00 , AED9.70 ,Europe,5,Cash,Yes
O1288,16/10/2023,C393,40,Male,Electronics,Laptops,P9490,9, AED47.97 , AED-   , AED431.73 , AED347.91 , AED83.82 , AED12.90 ,Asia,1,Cash,Yes
O1289,17/10/2023,C379,32,Male,Electronics,Vegetables,P1956,1, AED148.33 , AED0.15 , AED126.08 , AED77.40 , AED48.68 , AED9.86 ,Europe,1,Cash,Yes
O1290,18/10/2023,C936,50,Female,Electronics,Vegetables,P7623,5, AED296.80 , AED0.12 ," AED1,305.92 "," AED1,116.62 ", AED189.30 , AED6.67 ,North America,3,Cash,Yes
O1291,19/10/2023,C983,42,Male,Groceries,Fruits,P2474,6, AED135.64 , AED0.29 , AED577.83 , AED373.93 , AED203.89 , AED11.64 ,Asia,2,Credit Card,Yes
O1292,20/10/2023,C709,34,Male,Groceries,Vegetables,P5460,7, AED467.65 , AED0.05 ," AED3,109.87 "," AED1,732.60 "," AED1,377.27 ", AED8.80 ,Europe,4,Credit Card,Yes
O1293,21/10/2023,C297,50,Female,Clothing,Fruits,P8002,9, AED74.22 , AED0.11 , AED594.50 , AED462.73 , AED131.77 , AED18.64 ,Europe,2,Credit Card,No
O1294,22/10/2023,C610,64,Female,Groceries,T-shirts,P7396,6, AED400.72 , AED0.13 ," AED2,091.76 "," AED1,183.58 ", AED908.18 , AED6.53 ,Europe,5,Cash,Yes
O1295,23/10/2023,C851,19,Male,Groceries,Laptops,P3828,5, AED258.89 , AED0.12 ," AED1,139.12 ", AED912.97 , AED226.15 , AED5.74 ,Europe,4,Credit Card,No
O1296,24/10/2023,C243,31,Female,Electronics,Vegetables,P3850,7, AED377.66 , AED0.20 ," AED2,114.90 "," AED1,876.43 ", AED238.47 , AED5.08 ,North America,4,PayPal,No
O1297,25/10/2023,C708,57,Male,Clothing,Laptops,P3964,1, AED162.25 , AED0.06 , AED152.51 , AED123.81 , AED28.70 , AED9.92 ,Europe,1,Credit Card,No
O1298,26/10/2023,C300,57,Male,Groceries,Laptops,P5594,5, AED262.10 , AED0.07 ," AED1,218.76 ", AED620.33 , AED598.44 , AED14.91 ,Europe,5,Cash,Yes
O1299,27/10/2023,C223,68,Male,Groceries,Laptops,P7644,2, AED429.85 , AED0.22 , AED670.57 , AED496.19 , AED174.38 , AED15.96 ,North America,1,PayPal,No
O1300,28/10/2023,C286,56,Male,Electronics,T-shirts,P3850,4, AED238.77 , AED0.15 , AED811.82 , AED631.73 , AED180.09 , AED11.80 ,Europe,1,Cash,Yes
O1301,29/10/2023,C425,68,Female,Electronics,Smartphones,P1165,7, AED186.26 , AED0.12 ," AED1,147.36 ", AED952.52 , AED194.84 , AED15.26 ,Asia,3,PayPal,No
O1302,30/10/2023,C563,23,Male,Groceries,Vegetables,P1919,5, AED272.72 , AED0.05 ," AED1,295.42 ", AED676.73 , AED618.69 , AED10.40 ,Asia,1,Cash,Yes
O1303,31/10/2023,C448,23,Female,Clothing,Smartphones,P9305,6, AED361.51 , AED0.06 ," AED2,038.92 "," AED1,411.02 ", AED627.90 , AED15.02 ,Europe,2,Cash,Yes
O1304,01/11/2023,C870,20,Female,Clothing,Smartphones,P4504,2, AED227.35 , AED-   , AED454.70 , AED324.72 , AED129.98 , AED5.61 ,North America,4,PayPal,No
O1305,02/11/2023,C759,24,Female,Electronics,Smartphones,P1991,3, AED470.05 , AED0.03 ," AED1,367.85 ", AED776.46 , AED591.39 , AED10.86 ,North America,1,Credit Card,No
O1306,03/11/2023,C863,68,Female,Electronics,Laptops,P7047,7, AED154.52 , AED0.17 , AED897.76 , AED564.67 , AED333.09 , AED16.86 ,North America,2,PayPal,Yes
O1307,04/11/2023,C502,25,Male,Groceries,Fruits,P4839,2, AED242.98 , AED0.27 , AED354.75 , AED239.84 , AED114.91 , AED17.05 ,Europe,5,PayPal,No
O1308,05/11/2023,C445,59,Female,Electronics,Laptops,P2258,6, AED380.89 , AED0.09 ," AED2,079.66 "," AED1,732.95 ", AED346.71 , AED15.74 ,Europe,4,PayPal,Yes
O1309,06/11/2023,C610,69,Male,Groceries,Laptops,P8609,5, AED347.67 , AED0.10 ," AED1,564.52 "," AED1,363.89 ", AED200.63 , AED8.06 ,Asia,5,PayPal,Yes
O1310,07/11/2023,C246,32,Female,Clothing,Smartphones,P9706,1, AED433.18 , AED0.03 , AED420.18 , AED315.71 , AED104.47 , AED8.71 ,North America,2,PayPal,Yes
O1311,08/11/2023,C247,64,Female,Clothing,Laptops,P5804,4, AED498.44 , AED0.12 ," AED1,754.51 "," AED1,154.43 ", AED600.08 , AED19.94 ,Europe,5,Cash,No
O1312,09/11/2023,C963,46,Male,Groceries,Smartphones,P1067,2, AED219.16 , AED0.01 , AED433.94 , AED261.06 , AED172.88 , AED6.55 ,Europe,5,Cash,Yes
O1313,10/11/2023,C810,50,Male,Electronics,Fruits,P6660,4, AED64.46 , AED0.28 , AED185.64 , AED165.75 , AED19.89 , AED7.71 ,Europe,5,Credit Card,Yes
O1314,11/11/2023,C919,69,Male,Clothing,Vegetables,P5478,1, AED24.90 , AED0.20 , AED19.92 , AED17.79 , AED2.13 , AED6.95 ,North America,1,Credit Card,Yes
O1315,12/11/2023,C588,47,Female,Electronics,Smartphones,P9210,2, AED366.17 , AED0.30 , AED512.64 , AED445.99 , AED66.65 , AED9.91 ,North America,1,PayPal,Yes
O1316,13/11/2023,C739,56,Female,Clothing,Fruits,P4521,8, AED438.27 , AED0.26 ," AED2,594.56 "," AED2,112.66 ", AED481.89 , AED8.15 ,Asia,1,Credit Card,No
O1317,14/11/2023,C650,44,Male,Groceries,Vegetables,P1572,6, AED118.15 , AED0.14 , AED609.65 , AED384.27 , AED225.38 , AED12.47 ,North America,4,Credit Card,No
O1318,15/11/2023,C437,53,Male,Groceries,T-shirts,P8082,2, AED87.64 , AED0.16 , AED147.24 , AED121.73 , AED25.50 , AED12.14 ,Europe,2,PayPal,No
O1319,16/11/2023,C971,46,Male,Groceries,Smartphones,P8832,6, AED40.48 , AED0.06 , AED228.31 , AED151.49 , AED76.82 , AED18.52 ,Asia,1,Cash,No
O1320,17/11/2023,C740,55,Male,Clothing,Smartphones,P6395,9, AED413.12 , AED0.14 ," AED3,197.55 "," AED2,016.72 "," AED1,180.83 ", AED5.52 ,North America,5,Cash,Yes
O1321,18/11/2023,C878,50,Female,Electronics,T-shirts,P3258,7, AED162.58 , AED0.27 , AED830.78 , AED662.92 , AED167.86 , AED9.80 ,North America,5,Credit Card,Yes
O1322,19/11/2023,C572,54,Male,Electronics,T-shirts,P7039,9, AED206.83 , AED0.02 ," AED1,824.24 ", AED970.24 , AED854.00 , AED13.95 ,North America,5,Cash,Yes
O1323,20/11/2023,C250,44,Male,Electronics,Smartphones,P1650,5, AED256.35 , AED0.26 , AED948.50 , AED492.67 , AED455.82 , AED14.07 ,North America,5,Cash,Yes
O1324,21/11/2023,C514,50,Male,Clothing,T-shirts,P6741,7, AED421.33 , AED0.10 ," AED2,654.38 "," AED1,802.81 ", AED851.57 , AED12.20 ,Europe,3,Credit Card,Yes
O1325,22/11/2023,C397,21,Male,Clothing,Laptops,P7838,7, AED328.91 , AED0.27 ," AED1,680.73 "," AED1,139.96 ", AED540.77 , AED17.23 ,North America,4,PayPal,Yes
O1326,23/11/2023,C710,39,Female,Clothing,Vegetables,P3587,3, AED311.38 , AED0.28 , AED672.58 , AED577.25 , AED95.33 , AED5.94 ,Europe,2,Credit Card,No
O1327,24/11/2023,C362,19,Male,Clothing,Vegetables,P8876,7, AED96.08 , AED0.20 , AED538.05 , AED296.17 , AED241.87 , AED17.23 ,Europe,2,Credit Card,Yes
O1328,25/11/2023,C863,27,Female,Clothing,Vegetables,P4262,1, AED261.46 , AED0.20 , AED209.17 , AED114.90 , AED94.27 , AED12.42 ,Europe,1,Credit Card,Yes
O1329,26/11/2023,C243,22,Male,Electronics,Laptops,P2338,9, AED360.54 , AED0.14 ," AED2,790.58 "," AED1,559.88 "," AED1,230.70 ", AED7.01 ,Asia,3,PayPal,Yes
O1330,27/11/2023,C445,27,Male,Clothing,T-shirts,P5996,6, AED486.90 , AED0.25 ," AED2,191.05 "," AED1,121.59 "," AED1,069.46 ", AED18.29 ,Europe,2,PayPal,No
O1331,28/11/2023,C723,50,Female,Clothing,Fruits,P6780,5, AED108.69 , AED0.29 , AED385.85 , AED204.00 , AED181.85 , AED14.74 ,North America,4,PayPal,Yes
O1332,29/11/2023,C671,55,Male,Electronics,T-shirts,P3827,7, AED14.68 , AED0.23 , AED79.13 , AED60.45 , AED18.68 , AED7.45 ,Asia,5,PayPal,Yes
O1333,30/11/2023,C980,30,Female,Clothing,Smartphones,P6232,5, AED46.90 , AED0.19 , AED189.95 , AED127.76 , AED62.18 , AED5.50 ,North America,1,Credit Card,Yes
O1334,01/12/2023,C101,48,Female,Electronics,Vegetables,P3217,5, AED194.17 , AED0.18 , AED796.10 , AED641.21 , AED154.89 , AED7.12 ,Europe,4,Cash,No
O1335,02/12/2023,C996,64,Male,Electronics,T-shirts,P4539,7, AED412.07 , AED0.25 ," AED2,163.37 "," AED1,940.63 ", AED222.74 , AED14.13 ,North America,2,Credit Card,Yes
O1336,03/12/2023,C403,53,Female,Groceries,Fruits,P8845,7, AED13.50 , AED0.16 , AED79.38 , AED60.62 , AED18.76 , AED7.69 ,Asia,3,PayPal,Yes
O1337,04/12/2023,C353,62,Female,Groceries,Smartphones,P5383,3, AED233.80 , AED0.24 , AED533.06 , AED277.29 , AED255.77 , AED8.39 ,Asia,1,Cash,No
O1338,05/12/2023,C751,41,Female,Groceries,Laptops,P3961,3, AED171.32 , AED0.15 , AED436.87 , AED236.70 , AED200.16 , AED5.38 ,North America,2,Credit Card,Yes
O1339,06/12/2023,C552,69,Female,Groceries,Laptops,P4226,3, AED35.72 , AED0.02 , AED105.02 , AED89.52 , AED15.50 , AED15.84 ,North America,1,Cash,No
O1340,07/12/2023,C136,32,Female,Clothing,Fruits,P7837,6, AED230.62 , AED0.12 ," AED1,217.67 ", AED865.76 , AED351.91 , AED17.16 ,North America,2,PayPal,Yes
O1341,08/12/2023,C259,46,Female,Groceries,Smartphones,P8031,6, AED134.83 , AED0.13 , AED703.81 , AED584.12 , AED119.69 , AED16.95 ,Asia,5,Cash,No
O1342,09/12/2023,C108,25,Female,Electronics,Vegetables,P4716,3, AED182.42 , AED0.04 , AED525.37 , AED442.70 , AED82.67 , AED6.91 ,Europe,3,Cash,Yes
O1343,10/12/2023,C332,22,Female,Clothing,T-shirts,P4414,3, AED355.75 , AED0.03 ," AED1,035.23 ", AED901.76 , AED133.47 , AED18.55 ,North America,5,PayPal,Yes
O1344,11/12/2023,C198,46,Male,Groceries,Smartphones,P2448,8, AED265.56 , AED0.16 ," AED1,784.56 "," AED1,570.29 ", AED214.27 , AED15.08 ,Europe,2,Cash,No
O1345,12/12/2023,C758,64,Male,Electronics,Laptops,P1570,8, AED71.08 , AED0.03 , AED551.58 , AED398.20 , AED153.38 , AED18.46 ,Asia,4,Credit Card,Yes
O1346,13/12/2023,C915,21,Female,Clothing,Fruits,P3904,7, AED481.09 , AED0.09 ," AED3,064.54 "," AED1,950.30 "," AED1,114.24 ", AED11.71 ,North America,5,Cash,Yes
O1347,14/12/2023,C307,29,Male,Clothing,Fruits,P3505,4, AED321.60 , AED0.22 ," AED1,003.39 ", AED887.75 , AED115.64 , AED11.55 ,North America,4,Credit Card,No
O1348,15/12/2023,C230,62,Female,Groceries,T-shirts,P1917,4, AED385.28 , AED0.29 ," AED1,094.20 ", AED786.69 , AED307.51 , AED16.77 ,Asia,2,Cash,Yes
O1349,16/12/2023,C503,19,Female,Clothing,Fruits,P7982,3, AED48.81 , AED0.22 , AED114.22 , AED60.04 , AED54.17 , AED6.40 ,North America,3,Cash,No
O1350,17/12/2023,C251,44,Male,Electronics,Fruits,P8427,5, AED33.06 , AED0.30 , AED115.71 , AED87.61 , AED28.10 , AED12.81 ,Europe,4,PayPal,Yes
O1351,18/12/2023,C153,48,Female,Clothing,Smartphones,P7336,3, AED19.53 , AED0.21 , AED46.29 , AED34.02 , AED12.26 , AED17.55 ,Asia,2,PayPal,No
O1352,19/12/2023,C219,68,Female,Electronics,Vegetables,P2678,8, AED102.51 , AED0.09 , AED746.27 , AED640.54 , AED105.73 , AED17.45 ,Asia,4,Credit Card,Yes
O1353,20/12/2023,C772,68,Female,Clothing,T-shirts,P1615,7, AED213.06 , AED0.20 ," AED1,193.14 ", AED908.30 , AED284.83 , AED19.34 ,North America,5,PayPal,Yes
O1354,21/12/2023,C727,53,Female,Groceries,Smartphones,P8086,3, AED468.55 , AED0.21 ," AED1,110.46 ", AED710.28 , AED400.19 , AED15.47 ,Asia,2,PayPal,No
O1355,22/12/2023,C686,53,Male,Electronics,Vegetables,P5749,9, AED233.96 , AED0.11 ," AED1,874.02 "," AED1,661.30 ", AED212.72 , AED8.12 ,North America,5,PayPal,Yes
O1356,23/12/2023,C724,43,Female,Clothing,Smartphones,P4505,5, AED152.23 , AED0.01 , AED753.54 , AED618.39 , AED135.15 , AED5.30 ,North America,1,PayPal,No
O1357,24/12/2023,C519,60,Female,Clothing,Smartphones,P5529,9, AED285.35 , AED0.21 ," AED2,028.84 "," AED1,526.03 ", AED502.81 , AED12.19 ,Asia,2,PayPal,No
O1358,25/12/2023,C521,44,Female,Clothing,Fruits,P2135,7, AED64.85 , AED0.01 , AED449.41 , AED277.36 , AED172.05 , AED12.71 ,North America,4,Credit Card,No
O1359,26/12/2023,C203,22,Male,Electronics,Vegetables,P9566,7, AED308.66 , AED0.19 ," AED1,750.10 "," AED1,136.54 ", AED613.56 , AED8.60 ,Europe,1,Credit Card,Yes
O1360,27/12/2023,C951,37,Female,Electronics,T-shirts,P8226,6, AED288.53 , AED0.05 ," AED1,644.62 "," AED1,263.05 ", AED381.57 , AED6.87 ,Europe,5,PayPal,Yes
O1361,28/12/2023,C353,28,Male,Electronics,T-shirts,P6162,2, AED398.08 , AED0.17 , AED660.81 , AED349.43 , AED311.38 , AED13.79 ,North America,5,PayPal,Yes
O1362,29/12/2023,C326,27,Male,Groceries,Vegetables,P1206,9, AED493.48 , AED0.15 ," AED3,775.12 "," AED2,275.16 "," AED1,499.96 ", AED16.46 ,Europe,4,Credit Card,No
O1363,30/12/2023,C211,57,Female,Groceries,Fruits,P5875,6, AED132.93 , AED-   , AED797.58 , AED626.55 , AED171.03 , AED19.90 ,North America,1,Cash,No
O1364,31/12/2023,C609,55,Female,Electronics,Laptops,P2319,8, AED259.73 , AED0.11 ," AED1,849.28 "," AED1,279.71 ", AED569.56 , AED16.37 ,Europe,3,Credit Card,No
O1365,01/01/2024,C572,23,Male,Clothing,Smartphones,P2141,1, AED455.34 , AED0.18 , AED373.38 , AED246.79 , AED126.59 , AED16.90 ,Asia,4,Cash,Yes
O1366,02/01/2024,C198,25,Female,Groceries,Fruits,P5627,5, AED394.74 , AED0.25 ," AED1,480.28 ", AED829.82 , AED650.46 , AED14.25 ,North America,5,PayPal,No
O1367,03/01/2024,C252,40,Male,Electronics,Vegetables,P8389,1, AED248.83 , AED0.27 , AED181.65 , AED122.93 , AED58.72 , AED19.79 ,North America,2,PayPal,Yes
O1368,04/01/2024,C960,64,Male,Clothing,Smartphones,P3690,8, AED473.23 , AED0.15 ," AED3,217.96 "," AED2,601.01 ", AED616.96 , AED14.60 ,North America,1,Credit Card,Yes
O1369,05/01/2024,C995,43,Female,Groceries,T-shirts,P8323,8, AED38.05 , AED0.22 , AED237.43 , AED143.79 , AED93.64 , AED17.90 ,North America,3,PayPal,Yes
O1370,06/01/2024,C977,63,Female,Clothing,Laptops,P4255,1, AED466.19 , AED0.09 , AED424.23 , AED213.03 , AED211.20 , AED19.19 ,North America,2,Cash,Yes
O1371,07/01/2024,C437,60,Male,Clothing,T-shirts,P9281,9, AED34.75 , AED0.10 , AED281.48 , AED216.00 , AED65.47 , AED18.95 ,North America,1,Cash,Yes
O1372,08/01/2024,C805,29,Male,Clothing,Vegetables,P6213,2, AED278.18 , AED0.06 , AED522.98 , AED464.95 , AED58.02 , AED10.72 ,Asia,4,Credit Card,Yes
O1373,09/01/2024,C921,43,Male,Clothing,Smartphones,P5108,9, AED446.32 , AED0.17 ," AED3,334.01 "," AED2,476.27 ", AED857.74 , AED6.18 ,Asia,4,Cash,Yes
O1374,10/01/2024,C262,30,Male,Groceries,Vegetables,P4020,1, AED138.73 , AED0.09 , AED126.24 , AED69.18 , AED57.07 , AED7.58 ,Europe,1,Credit Card,Yes
O1375,11/01/2024,C819,57,Female,Groceries,Smartphones,P2857,9, AED241.40 , AED0.03 ," AED2,107.42 "," AED1,324.08 ", AED783.34 , AED5.89 ,North America,3,Credit Card,No
O1376,12/01/2024,C780,35,Female,Groceries,Fruits,P9996,4, AED168.92 , AED0.21 , AED533.79 , AED452.15 , AED81.64 , AED6.58 ,Europe,1,Cash,Yes
O1377,13/01/2024,C260,42,Female,Electronics,Laptops,P3789,9, AED476.55 , AED0.21 ," AED3,388.27 "," AED2,009.34 "," AED1,378.93 ", AED7.77 ,Europe,2,Cash,Yes
O1378,14/01/2024,C679,50,Female,Groceries,Fruits,P4875,7, AED413.59 , AED0.11 ," AED2,576.67 "," AED1,914.66 ", AED662.00 , AED10.12 ,Asia,2,Cash,No
O1379,15/01/2024,C900,64,Female,Clothing,Fruits,P8605,6, AED357.41 , AED0.02 ," AED2,101.57 "," AED1,389.28 ", AED712.29 , AED13.15 ,Europe,4,Cash,No
O1380,16/01/2024,C497,57,Male,Groceries,Vegetables,P9135,5, AED297.94 , AED0.13 ," AED1,296.04 ", AED755.77 , AED540.27 , AED15.68 ,Asia,1,Cash,No
O1381,17/01/2024,C376,60,Female,Clothing,Laptops,P7055,9, AED412.09 , AED0.13 ," AED3,226.66 "," AED2,663.17 ", AED563.50 , AED8.16 ,Europe,4,Cash,No
O1382,18/01/2024,C915,29,Female,Electronics,Smartphones,P4882,2, AED202.21 , AED0.20 , AED323.54 , AED257.90 , AED65.63 , AED15.09 ,North America,3,Cash,Yes
O1383,19/01/2024,C603,61,Female,Clothing,Smartphones,P8175,2, AED229.30 , AED0.09 , AED417.33 , AED319.10 , AED98.22 , AED15.56 ,Europe,2,PayPal,No
O1384,20/01/2024,C995,53,Female,Clothing,T-shirts,P8129,9, AED367.70 , AED0.20 ," AED2,647.44 "," AED1,573.99 "," AED1,073.45 ", AED13.38 ,Asia,5,Credit Card,No
O1385,21/01/2024,C491,65,Female,Clothing,Smartphones,P6021,3, AED185.30 , AED0.26 , AED411.37 , AED221.79 , AED189.58 , AED18.55 ,Asia,5,Credit Card,No
O1386,22/01/2024,C234,21,Male,Electronics,Vegetables,P5735,8, AED41.31 , AED0.07 , AED307.35 , AED224.51 , AED82.84 , AED6.66 ,Asia,1,Cash,No
O1387,23/01/2024,C294,22,Male,Groceries,Fruits,P3387,9, AED46.42 , AED0.29 , AED296.62 , AED214.01 , AED82.62 , AED7.66 ,Europe,1,Credit Card,Yes
O1388,24/01/2024,C500,54,Male,Groceries,Fruits,P7582,8, AED66.53 , AED0.12 , AED468.37 , AED269.48 , AED198.89 , AED11.43 ,Europe,5,Cash,No
O1389,25/01/2024,C739,25,Female,Electronics,Fruits,P6866,4, AED436.14 , AED0.08 ," AED1,605.00 ", AED838.61 , AED766.39 , AED6.90 ,Asia,1,PayPal,No
O1390,26/01/2024,C132,59,Male,Clothing,Laptops,P3566,1, AED241.39 , AED0.13 , AED210.01 , AED111.78 , AED98.22 , AED13.49 ,North America,2,Credit Card,No
O1391,27/01/2024,C787,66,Male,Groceries,Smartphones,P1975,4, AED359.31 , AED0.03 ," AED1,394.12 "," AED1,250.68 ", AED143.44 , AED10.98 ,North America,3,Credit Card,No
O1392,28/01/2024,C559,45,Female,Electronics,Vegetables,P8212,9, AED202.53 , AED0.04 ," AED1,749.86 "," AED1,423.39 ", AED326.47 , AED9.27 ,Europe,3,PayPal,Yes
O1393,29/01/2024,C982,48,Female,Groceries,Laptops,P2262,2, AED136.77 , AED0.12 , AED240.72 , AED209.13 , AED31.58 , AED7.55 ,Europe,4,PayPal,No
O1394,30/01/2024,C569,26,Female,Electronics,T-shirts,P6047,3, AED180.12 , AED0.23 , AED416.08 , AED240.50 , AED175.58 , AED10.03 ,Asia,2,PayPal,No
O1395,31/01/2024,C474,68,Male,Clothing,Vegetables,P8382,8, AED399.15 , AED0.27 ," AED2,331.04 "," AED2,061.17 ", AED269.87 , AED14.12 ,Europe,1,Credit Card,No
O1396,01/02/2024,C121,46,Male,Groceries,Vegetables,P7231,6, AED316.36 , AED0.20 ," AED1,518.53 ", AED845.91 , AED672.61 , AED13.64 ,Europe,1,Credit Card,Yes
O1397,02/02/2024,C849,31,Female,Electronics,Vegetables,P4327,8, AED469.44 , AED0.03 ," AED3,642.85 "," AED2,563.23 "," AED1,079.62 ", AED7.45 ,Asia,4,PayPal,No
O1398,03/02/2024,C769,57,Female,Groceries,Fruits,P6630,7, AED343.06 , AED0.20 ," AED1,921.14 "," AED1,598.15 ", AED322.98 , AED6.87 ,Asia,4,PayPal,No
O1399,04/02/2024,C137,58,Male,Groceries,Vegetables,P3259,5, AED289.39 , AED0.19 ," AED1,172.03 ", AED750.01 , AED422.02 , AED5.40 ,Europe,1,PayPal,Yes
O1400,05/02/2024,C329,39,Male,Groceries,Smartphones,P2257,9, AED309.00 , AED0.24 ," AED2,113.56 "," AED1,415.94 ", AED697.62 , AED5.19 ,North America,1,PayPal,No
O1401,06/02/2024,C464,28,Female,Groceries,Vegetables,P1464,4, AED471.76 , AED0.25 ," AED1,415.28 ", AED780.21 , AED635.07 , AED18.20 ,Europe,2,PayPal,Yes
O1402,07/02/2024,C662,40,Female,Electronics,Fruits,P4294,6, AED396.22 , AED0.26 ," AED1,759.22 ", AED966.11 , AED793.11 , AED5.68 ,North America,4,Cash,Yes
O1403,08/02/2024,C537,18,Male,Clothing,Vegetables,P7774,2, AED21.78 , AED0.12 , AED38.33 , AED28.67 , AED9.67 , AED15.97 ,North America,2,PayPal,No
O1404,09/02/2024,C875,63,Female,Electronics,T-shirts,P8431,2, AED271.73 , AED0.21 , AED429.33 , AED330.68 , AED98.66 , AED18.08 ,North America,1,Cash,No
O1405,10/02/2024,C382,54,Male,Electronics,T-shirts,P2230,2, AED347.29 , AED0.08 , AED639.01 , AED518.20 , AED120.82 , AED6.47 ,Asia,5,Credit Card,Yes
O1406,11/02/2024,C126,38,Male,Electronics,Fruits,P4805,7, AED376.86 , AED0.30 ," AED1,846.61 "," AED1,334.50 ", AED512.12 , AED11.54 ,Asia,5,Credit Card,Yes
O1407,12/02/2024,C325,43,Male,Clothing,Smartphones,P7419,2, AED114.44 , AED0.05 , AED217.44 , AED164.88 , AED52.55 , AED19.43 ,Asia,1,Cash,No
O1408,13/02/2024,C376,63,Male,Groceries,Smartphones,P6750,2, AED434.92 , AED-   , AED869.84 , AED439.62 , AED430.22 , AED17.51 ,Europe,4,PayPal,Yes
O1409,14/02/2024,C897,53,Female,Groceries,Laptops,P4856,9, AED478.36 , AED0.04 ," AED4,133.03 "," AED2,334.62 "," AED1,798.41 ", AED12.35 ,Asia,5,Credit Card,Yes
O1410,15/02/2024,C708,40,Female,Groceries,Fruits,P4135,7, AED125.99 , AED0.23 , AED679.09 , AED607.08 , AED72.01 , AED16.44 ,Asia,4,PayPal,No
O1411,16/02/2024,C383,18,Male,Clothing,Vegetables,P7953,3, AED442.48 , AED0.13 ," AED1,154.87 ", AED612.54 , AED542.33 , AED17.50 ,Europe,5,PayPal,Yes
O1412,17/02/2024,C978,68,Male,Groceries,Fruits,P7034,3, AED57.52 , AED0.13 , AED150.13 , AED115.83 , AED34.30 , AED10.22 ,Europe,4,Cash,Yes
O1413,18/02/2024,C580,57,Male,Clothing,Laptops,P5589,7, AED37.30 , AED0.29 , AED185.38 , AED105.75 , AED79.63 , AED18.38 ,North America,5,Credit Card,Yes
O1414,19/02/2024,C552,32,Male,Groceries,Fruits,P2546,5, AED73.32 , AED0.28 , AED263.95 , AED207.65 , AED56.30 , AED12.06 ,Europe,4,Credit Card,Yes
O1415,20/02/2024,C928,38,Male,Groceries,Fruits,P7065,6, AED38.29 , AED0.09 , AED209.06 , AED163.57 , AED45.49 , AED12.92 ,Europe,2,Cash,Yes
O1416,21/02/2024,C915,64,Female,Electronics,Laptops,P2094,8, AED424.06 , AED0.06 ," AED3,188.93 "," AED1,893.20 "," AED1,295.73 ", AED20.00 ,Asia,4,PayPal,Yes
O1417,22/02/2024,C758,26,Female,Clothing,Smartphones,P3411,9, AED38.93 , AED0.25 , AED262.78 , AED159.73 , AED103.05 , AED17.65 ,North America,2,PayPal,No
O1418,23/02/2024,C615,26,Female,Electronics,Vegetables,P3617,1, AED143.12 , AED0.27 , AED104.48 , AED79.60 , AED24.88 , AED10.43 ,North America,2,Credit Card,Yes
O1419,24/02/2024,C646,27,Female,Electronics,Laptops,P9954,3, AED60.84 , AED0.16 , AED153.32 , AED100.58 , AED52.74 , AED5.16 ,Europe,1,Cash,No
O1420,25/02/2024,C291,69,Male,Electronics,T-shirts,P5145,7, AED154.76 , AED0.19 , AED877.49 , AED507.03 , AED370.46 , AED14.39 ,Asia,2,Cash,No
O1421,26/02/2024,C148,43,Male,Clothing,Smartphones,P3775,6, AED54.37 , AED0.08 , AED300.12 , AED237.90 , AED62.22 , AED15.56 ,Asia,3,PayPal,No
O1422,27/02/2024,C611,58,Male,Clothing,T-shirts,P7628,7, AED337.32 , AED0.24 ," AED1,794.54 "," AED1,007.92 ", AED786.62 , AED14.76 ,Asia,2,PayPal,No
O1423,28/02/2024,C116,52,Male,Groceries,Smartphones,P4155,8, AED75.33 , AED0.19 , AED488.14 , AED411.14 , AED77.00 , AED19.52 ,Asia,4,Cash,No
O1424,29/02/2024,C271,69,Male,Electronics,Vegetables,P4970,6, AED427.40 , AED0.15 ," AED2,179.74 "," AED1,538.61 ", AED641.13 , AED17.94 ,Europe,2,Credit Card,No
O1425,01/03/2024,C319,42,Female,Groceries,Vegetables,P8972,3, AED410.42 , AED0.02 ," AED1,206.63 ", AED654.33 , AED552.30 , AED11.73 ,Asia,4,PayPal,No
O1426,02/03/2024,C257,43,Male,Electronics,Fruits,P9775,2, AED16.69 , AED0.27 , AED24.37 , AED18.95 , AED5.42 , AED5.94 ,North America,4,Cash,No
O1427,03/03/2024,C576,28,Female,Clothing,T-shirts,P6415,7, AED448.91 , AED0.18 ," AED2,576.74 "," AED1,823.47 ", AED753.27 , AED12.14 ,North America,3,Cash,Yes
O1428,04/03/2024,C145,55,Female,Clothing,Smartphones,P5331,1, AED24.18 , AED0.06 , AED22.73 , AED14.07 , AED8.65 , AED15.34 ,Europe,2,Cash,No
O1429,05/03/2024,C472,19,Female,Clothing,Vegetables,P2942,3, AED127.43 , AED0.18 , AED313.48 , AED209.72 , AED103.76 , AED14.12 ,Asia,2,Credit Card,No
